#z=2.85
#nu (Ryd)        Jnu (10^-21 erg s^-1 cm^-2 Hz^-1 sr^-1)
0.5   19.9100988207
0.517632461921   19.2527141388
0.535886731268   18.6298567706
0.554784736034   17.9587290778
0.574349177499   17.238466996
0.594603557501   16.4707957037
0.615572206672   15.6578801899
0.63728031366   14.8021916405
0.659753955386   13.9063703945
0.683020128377   12.9723566218
0.707106781187   11.9847397169
0.732042847973   10.8343774877
0.757858283255   9.46000627949
0.784584097897   8.38392991664
0.812252396356   7.28339217984
0.840896415254   6.16035977188
0.870550563296   5.01659838926
0.901250462611   3.85465319905
0.933032991537   2.67673832162
0.965936328925   1.48424933151
1.0   0.19744796693
1.03526492384   0.177941462361
1.07177346254   0.16555188121
1.10956947207   0.155641835025
1.148698355   0.147664299852
1.189207115   0.141177784914
1.23114441334   0.135830454266
1.27456062732   0.13134556834
1.31950791077   0.127508373178
1.36604025675   0.124154495909
1.41421356237   0.121159851714
1.46408569595   0.118432026563
1.51571656651   0.115903067667
1.56916819579   0.113523583574
1.62450479271   0.11125803218
1.68179283051   0.109081056664
1.74110112659   0.106974748779
1.80250092522   0.107048104864
1.86606598307   0.102930226317
1.93187265785   0.100988556118
2.0   0.0991412567762
2.07052984768   0.0974044842662
2.14354692507   0.0958141309518
2.21913894414   0.0944066162334
2.29739670999   0.0932423609759
2.37841423001   0.0923779301275
2.46228882669   0.0918787906303
2.54912125464   0.0918120421481
2.63901582155   0.0922478969968
2.73208051351   0.0936370354655
2.82842712475   0.0947740847137
2.92817139189   0.0961748744927
3.03143313302   0.0672010593709
3.13833639159   0.0621989561456
3.24900958542   0.0565207682182
3.36358566101   0.0501140814434
3.48220225318   0.0429362352243
3.60500185044   0.0349562985225
3.73213196615   0.0261577906764
3.8637453157   0.0165410356579
4.0   0.00571200137436
4.14105969537   0.00388365594659
4.28709385015   0.00327442697217
4.43827788827   0.00303063098165
4.59479341999   0.00290387112282
4.75682846001   0.00281369493467
4.92457765338   0.00273514188374
5.09824250928   0.00266079249019
5.27803164309   0.00258852413091
5.46416102702   0.00251774354487
5.65685424949   0.00244828635649
5.85634278378   0.00238011508619
6.06286626604   0.00231324292867
6.27667278317   0.00224771622179
6.49801917085   0.00218360953771
6.72717132203   0.00212102186227
6.96440450637   0.00206007177401
7.21000370089   0.00200089188185
7.46426393229   0.00194362308845
7.7274906314   0.00188840897834
8.0   0.00183539029818
8.28211939073   0.00178469931871
8.57418770029   0.00173645390397
8.87655577654   0.00169075131254
9.18958683998   0.00164766200588
9.51365692002   0.00160722393003
9.84915530676   0.00156943780315
10.1964850186   0.00153426387397
10.5560632862   0.00150162045406
10.928322054   0.00147138432801
11.313708499   0.0014433929603
11.7126855676   0.00141744827919
12.1257325321   0.00139332173536
12.5533455663   0.00137076030231
12.9960383417   0.00134949309526
13.4543426441   0.00132923832158
13.9288090127   0.00130971032515
14.4200074018   0.00129062653658
14.9285278646   0.00127171417897
15.4549812628   0.00125271659615
16.0   0.00123339906602
16.5642387815   0.00121355394137
17.1483754006   0.00119300493848
17.7531115531   0.0011716103867
18.37917368   0.00114926527546
19.02731384   0.00112590199309
19.6983106135   0.00110148973831
20.3929700371   0.00107603268386
21.1121265724   0.00104956706167
21.8566441081   0.00102215740416
22.627416998   0.000993892207916
23.4253711351   0.000964879285749
24.2514650642   0.000935241047577
25.1066911327   0.00090510991086
25.9920766834   0.000874623996447
26.9086852881   0.000843923222219
27.8576180255   0.000813145868641
28.8400148035   0.000782425657961
29.8570557292   0.000751889362288
30.9099625256   0.000721654934086
32.0   0.000691830135245
33.1284775629   0.000662511627211
34.2967508012   0.000633784474623
35.5062231062   0.000605722008238
36.7583473599   0.000578385989581
38.0546276801   0.000551827019349
39.396621227   0.000526085133729
40.7859400742   0.0005011905369
42.2242531447   0.000477164423501
43.7132882161   0.000454019851183
45.2548339959   0.000431762630015
46.8507422703   0.000410392202062
48.5029301283   0.000389902490591
50.2133822654   0.000370282703887
51.9841533668   0.000351518083438
53.8173705762   0.00033359059026
55.715236051   0.000316479526402
57.6800296071   0.000300162091198
59.7141114584   0.000284613873771
61.8199250512   0.000269809284682
64.0   0.00025572193054
66.2569551258   0.000242324935973
68.5935016023   0.000229591217634
71.0124462123   0.000217493715008
73.5166947198   0.000206005582677
76.1092553602   0.000195100348511
78.7932424541   0.000184752041964
81.5718801484   0.000174935296369
84.4485062895   0.000165625428724
87.4265764323   0.000156798500195
90.5096679919   0.000148431360154
93.7014845405   0.000140501676274
97.0058602567   0.000132987952931
100.426764531   0.000125869539816
103.968306734   0.000119126632481
107.634741152   0.000112740266254
111.430472102   0.000106692304801
115.360059214   0.000100965424389
119.428222917   9.55430947897e-05
123.639850102   9.04095575818e-05
128.0   8.55498025211e-05
132.513910252   8.09495425202e-05
137.187003205   7.65951877021e-05
142.024892425   7.24738189066e-05
147.03338944   6.85731609645e-05
152.21851072   6.48815559954e-05
157.586484908   6.13879369376e-05
163.143760297   5.80818014772e-05
168.897012579   5.49531865061e-05
174.853152865   5.19926432133e-05
181.019335984   4.91912128861e-05
187.402969081   4.6540403477e-05
194.011720513   4.40321669783e-05
200.853529062   4.16588776277e-05
207.936613467   3.94133109604e-05
215.269482305   3.72886237108e-05
222.860944204   3.5278334562e-05
230.720118428   3.33763057312e-05
238.856445833   3.15767253792e-05
247.279700205   2.98740908233e-05
256.0   2.82631925337e-05
265.027820503   2.67390988895e-05
274.374006409   2.52971416694e-05
284.049784849   2.39329022497e-05
294.066778879   2.26421984854e-05
304.437021441   2.14210722448e-05
315.172969816   2.02657775712e-05
326.287520594   1.91727694461e-05
337.794025158   1.81386931255e-05
349.706305729   1.71603740242e-05
362.038671968   1.62348081235e-05
374.805938162   1.53591528757e-05
388.023441027   1.45307185837e-05
401.707058123   1.37469602313e-05
415.873226934   1.30054697424e-05
430.53896461   1.23039686481e-05
445.721888408   1.16403011406e-05
461.440236857   1.10124274952e-05
477.712891667   1.04184178405e-05
494.55940041   9.85644626001e-06
512.0   9.32478520785e-06
530.055641007   8.82180022158e-06
548.748012819   8.34594491754e-06
568.099569699   7.89575625348e-06
588.133557758   7.46985004458e-06
608.874042881   7.06691671955e-06
630.345939633   6.68571730402e-06
652.575041187   6.32507961945e-06
675.588050316   5.98389468582e-06
699.412611458   5.66111331755e-06
724.077343935   5.35574290224e-06
749.611876324   5.0668443525e-06
776.046882053   4.79352922163e-06
803.414116246   4.5349569745e-06
831.746453869   4.29033240514e-06
861.07792922   4.0589031934e-06
891.443776815   3.83995759304e-06
922.880473713   3.63282224441e-06
955.425783334   3.43686010477e-06
989.118800819   3.25146849022e-06
1024.0   3.07607722304e-06
1060.11128201   2.91014687884e-06
1097.49602564   2.75316712824e-06
1136.1991394   2.60465516782e-06
1176.26711552   2.46415423572e-06
1217.74808576   2.33123220716e-06
1260.69187927   2.20548026581e-06
1305.15008237   2.08651164662e-06
1351.17610063   1.97396044657e-06
1398.82522292   1.86748049945e-06
1448.15468787   1.76674431136e-06
1499.22375265   1.67144205359e-06
1552.09376411   1.58128060982e-06
1606.82823249   1.49598267469e-06
1663.49290774   1.41528590099e-06
1722.15585844   1.33894209281e-06
1782.88755363   1.26671644229e-06
1845.76094743   1.19838680743e-06
1910.85156667   1.13374302892e-06
1978.23760164   1.07258628379e-06
2048.0   1.01472847392e-06
2120.22256403   9.59991647521e-07
2194.99205127   9.08207451885e-07
2272.39827879   8.5921661555e-07
2352.53423103   8.12868458473e-07
2435.49617153   7.69020428596e-07
2521.38375853   7.27537663408e-07
2610.30016475   6.88292575162e-07
2702.35220126   6.51164458462e-07
2797.65044583   6.16039119022e-07
2896.30937574   5.82808522438e-07
2998.4475053   5.51370461922e-07
3104.18752821   5.2162824394e-07
3213.65646499   4.93490390825e-07
3326.98581548   4.66870359419e-07
3444.31171688   4.41686274896e-07
3565.77510726   4.17860678942e-07
3691.52189485   3.95320291522e-07
3821.70313333   3.73995785492e-07
3956.47520328   3.53821573372e-07
4096.0   3.34735605623e-07
