#z=6.1
#nu (Ryd)        Jnu (10^-21 erg s^-1 cm^-2 Hz^-1 sr^-1)
0.5   32.4959917982
0.517632461921   32.319851446
0.535886731268   32.0980373885
0.554784736034   31.8174641377
0.574349177499   31.4662824469
0.594603557501   31.0311999106
0.615572206672   30.4973202116
0.63728031366   29.848228183
0.659753955386   29.0660494881
0.683020128377   28.0155086097
0.707106781187   26.8938422697
0.732042847973   25.4783601386
0.757858283255   23.1023830108
0.784584097897   21.2483517604
0.812252396356   19.1358709401
0.840896415254   16.7465457007
0.870550563296   14.0640897332
0.901250462611   11.0750996737
0.933032991537   7.76970573016
0.965936328925   3.90917876536
1.0   0.0934897473096
1.03526492384   0.0828079992565
1.07177346254   0.0758316530042
1.10956947207   0.0704888646272
1.148698355   0.0664437389387
1.189207115   0.0634173115382
1.23114441334   0.0611807457864
1.27456062732   0.0595487172189
1.31950791077   0.0583731359441
1.36604025675   0.0575373118928
1.41421356237   0.0569506285208
1.46408569595   0.0565437613882
1.51571656651   0.0562644590038
1.56916819579   0.0560738914349
1.62450479271   0.0559435629096
1.68179283051   0.0558527737596
1.74110112659   0.0557866022116
1.80250092522   0.0567479396769
1.86606598307   0.055688441788
1.93187265785   0.0556435263777
2.0   0.0555959762777
2.07052984768   0.0555434194712
2.14354692507   0.055484408253
2.21913894414   0.0554181266897
2.29739670999   0.055344128931
2.37841423001   0.0552621134679
2.46228882669   0.0551717479215
2.54912125464   0.055072548751
2.63901582155   0.05496377797
2.73208051351   0.0548441069574
2.82842712475   0.0547115539072
2.92817139189   0.0545633824019
3.03143313302   0.0542560019955
3.13833639159   0.0538009280954
3.24900958542   0.0529378016036
3.36358566101   0.0512632830062
3.48220225318   0.0480963613757
3.60500185044   0.0423865320365
3.73213196615   0.0326478798959
3.8637453157   0.0136626297053
4.0   1.7089731248e-18
4.14105969537   3.48739792598e-18
4.28709385015   1.82308595656e-17
4.43827788827   9.06016075082e-17
4.59479341999   4.2261231261e-16
4.75682846001   1.84257451445e-15
4.92457765338   7.50259559282e-15
5.09824250928   2.85410202253e-14
5.27803164309   1.01530339049e-13
5.46416102702   3.3815079072e-13
5.65685424949   1.05589013686e-12
5.85634278378   3.09596715608e-12
6.06286626604   8.53845558465e-12
6.27667278317   2.21899559407e-11
6.49801917085   5.44454556876e-11
6.72717132203   1.26376589728e-10
6.96440450637   2.78082507248e-10
7.21000370089   5.81310990637e-10
7.46426393229   1.15694809736e-09
7.7274906314   2.19706530252e-09
8.0   3.98982542098e-09
8.28211939073   6.94391347752e-09
8.57418770029   1.16077132696e-08
8.87655577654   1.86777345277e-08
9.18958683998   2.89912672305e-08
9.51365692002   4.35000750803e-08
9.84915530676   6.322490876e-08
10.1964850186   8.91941016457e-08
10.5560632862   1.22372668681e-07
10.928322054   1.63590372914e-07
11.313708499   2.13477663369e-07
11.7126855676   2.7241717102e-07
12.1257325321   3.4051594296e-07
12.5533455663   4.17600428042e-07
12.9960383417   5.03233083687e-07
13.4543426441   5.96746909801e-07
13.9288090127   6.9729256122e-07
14.4200074018   8.03892032939e-07
14.9285278646   9.15493146376e-07
15.4549812628   1.03101996412e-06
16.0   1.14941555269e-06
16.5642387815   1.2696749377e-06
17.1483754006   1.39086744227e-06
17.7531115531   1.51214872438e-06
18.37917368   1.63276365751e-06
19.02731384   1.75204171857e-06
19.6983106135   1.86938678954e-06
20.3929700371   1.98426330344e-06
21.1121265724   2.09618053758e-06
21.8566441081   2.20467664091e-06
22.627416998   2.30930372515e-06
23.4253711351   2.40961508553e-06
24.2514650642   2.50515536421e-06
25.1066911327   2.59545423454e-06
25.9920766834   2.68002396735e-06
26.9086852881   2.75836103416e-06
27.8576180255   2.82995170271e-06
28.8400148035   2.89428137899e-06
29.8570557292   2.95084724793e-06
30.9099625256   2.99917356259e-06
32.0   3.0388287385e-06
33.1284775629   3.069443241e-06
34.2967508012   3.09072712789e-06
35.5062231062   3.10248605175e-06
36.7583473599   3.10463455713e-06
38.0546276801   3.09720564136e-06
39.396621227   3.08035578571e-06
40.7859400742   3.0543649902e-06
42.2242531447   3.01963172743e-06
43.7132882161   2.97666312489e-06
45.2548339959   2.92606104256e-06
46.8507422703   2.86850499013e-06
48.5029301283   2.804732999e-06
50.2133822654   2.73552161491e-06
51.9841533668   2.66166611813e-06
53.8173705762   2.5839619288e-06
55.715236051   2.503187947e-06
57.6800296071   2.42009234207e-06
59.7141114584   2.33538107204e-06
61.8199250512   2.24970920474e-06
64.0   2.1636749404e-06
66.2569551258   2.07781610838e-06
68.5935016023   1.99260882746e-06
71.0124462123   1.90846797615e-06
73.5166947198   1.82574910846e-06
76.1092553602   1.74475146508e-06
78.7932424541   1.66572176009e-06
81.5718801484   1.58885846465e-06
84.4485062895   1.51431635361e-06
87.4265764323   1.44221112622e-06
90.5096679919   1.37262395485e-06
93.7014845405   1.30560585316e-06
97.0058602567   1.24118178828e-06
100.426764531   1.17935448843e-06
103.968306734   1.12010791937e-06
107.634741152   1.06341041995e-06
111.430472102   1.00921749995e-06
115.360059214   9.57474312201e-07
119.428222917   9.08117817593e-07
123.639850102   8.61078665115e-07
128.0   8.162828114e-07
132.513910252   7.73652904808e-07
137.187003205   7.33109458881e-07
142.024892425   6.94571839025e-07
147.03338944   6.57959084869e-07
152.21851072   6.23190589063e-07
157.586484908   5.90186651482e-07
163.143760297   5.58868925924e-07
168.897012579   5.29160774599e-07
174.853152865   5.00987543963e-07
181.019335984   4.74276773836e-07
187.402969081   4.4895835024e-07
194.011720513   4.24964611057e-07
200.853529062   4.02230412362e-07
207.936613467   3.80693162223e-07
215.269482305   3.60292827784e-07
222.860944204   3.40971920595e-07
230.720118428   3.22675464438e-07
238.856445833   3.05350949218e-07
247.279700205   2.88948273966e-07
256.0   2.73419681486e-07
265.027820503   2.58719686796e-07
274.374006409   2.44805001121e-07
284.049784849   2.31634452929e-07
294.066778879   2.19168907224e-07
304.437021441   2.07371184074e-07
315.172969816   1.9620597721e-07
326.287520594   1.85639773325e-07
337.794025158   1.75640772605e-07
349.706305729   1.66178810901e-07
362.038671968   1.57225283844e-07
374.805938162   1.48753073159e-07
388.023441027   1.40736475339e-07
401.707058123   1.33151132795e-07
415.873226934   1.25973967575e-07
430.53896461   1.19183117671e-07
445.721888408   1.12757875941e-07
461.440236857   1.06678631618e-07
477.712891667   1.00926814391e-07
494.55940041   9.54848409976e-08
512.0   9.03360642718e-08
530.055641007   8.54647245899e-08
548.748012819   8.08559036271e-08
568.099569699   7.64954803573e-08
588.133557758   7.23700892088e-08
608.874042881   6.84670802968e-08
630.345939633   6.47744816459e-08
652.575041187   6.12809633221e-08
675.588050316   5.79758033892e-08
699.412611458   5.48488556095e-08
724.077343935   5.18905188088e-08
749.611876324   4.90917078281e-08
776.046882053   4.6443825987e-08
803.414116246   4.39387389849e-08
831.746453869   4.15687501719e-08
861.07792922   3.93265771185e-08
891.443776815   3.7205329423e-08
922.880473713   3.51984876907e-08
955.425783334   3.32998836285e-08
989.118800819   3.15036811952e-08
1024.0   2.98043587549e-08
1060.11128201   2.81966921815e-08
1097.49602564   2.66757388639e-08
1136.1991394   2.52368225657e-08
1176.26711552   2.38755190946e-08
1217.74808576   2.25876427389e-08
1260.69187927   2.136923343e-08
1305.15008237   2.02165445935e-08
1351.17610063   1.91260316523e-08
1398.82522292   1.80943411464e-08
1448.15468787   1.71183004371e-08
1499.22375265   1.61949079646e-08
1552.09376411   1.53213240292e-08
1606.82823249   1.44948620685e-08
1663.49290774   1.37129804032e-08
1722.15585844   1.2973274428e-08
1782.88755363   1.22734692218e-08
1845.76094743   1.16114125569e-08
1910.85156667   1.09850682836e-08
1978.23760164   1.03925100717e-08
2048.0   9.83191548904e-09
2120.22256403   9.30156039887e-09
2194.99205127   8.79981365952e-09
2272.39827879   8.32513210927e-09
2352.53423103   7.87605582182e-09
2435.49617153   7.45120361732e-09
2521.38375853   7.04926881553e-09
2610.30016475   6.66901521779e-09
2702.35220126   6.30927330572e-09
2797.65044583   5.96893664485e-09
2896.30937574   5.64695848211e-09
2998.4475053   5.34234852688e-09
3104.18752821   5.05416990554e-09
3213.65646499   4.78153628031e-09
3326.98581548   4.52360912341e-09
3444.31171688   4.27959513831e-09
3565.77510726   4.04874381994e-09
3691.52189485   3.83034514658e-09
3821.70313333   3.6237273962e-09
3956.47520328   3.42825508056e-09
4096.0   3.24332699076e-09
