#z=0.4
#nu (Ryd)        Jnu (10^-21 erg s^-1 cm^-2 Hz^-1 sr^-1)
0.5   1.34666107399
0.517632461921   1.27144640917
0.535886731268   1.20557218965
0.554784736034   1.14011368136
0.574349177499   1.07469889195
0.594603557501   1.00935773305
0.615572206672   0.94412158232
0.63728031366   0.879030689943
0.659753955386   0.81411984621
0.683020128377   0.749202835977
0.707106781187   0.68435746466
0.732042847973   0.610382067355
0.757858283255   0.536923469126
0.784584097897   0.473703312538
0.812252396356   0.410726051243
0.840896415254   0.347986638219
0.870550563296   0.285475843199
0.901250462611   0.22319644108
0.933032991537   0.161141190661
0.965936328925   0.0992884969176
1.0   0.0331482261736
1.03526492384   0.0311615384454
1.07177346254   0.0299235781028
1.10956947207   0.0288749523975
1.148698355   0.0279680931881
1.189207115   0.0271653201736
1.23114441334   0.0264364510458
1.27456062732   0.0257572311084
1.31950791077   0.0251080210748
1.36604025675   0.0244728647244
1.41421356237   0.0238398309314
1.46408569595   0.0231848041665
1.51571656651   0.022514082656
1.56916819579   0.0218263031221
1.62450479271   0.0211115259082
1.68179283051   0.0203708094385
1.74110112659   0.0196455577255
1.80250092522   0.0189400487865
1.86606598307   0.0181094891043
1.93187265785   0.017303330191
2.0   0.0164571981779
2.07052984768   0.0156026560012
2.14354692507   0.0147239617957
2.21913894414   0.0138599646533
2.29739670999   0.0129941412921
2.37841423001   0.0121296710269
2.46228882669   0.0112683870188
2.54912125464   0.0104146711339
2.63901582155   0.00957289877936
2.73208051351   0.00872675084765
2.82842712475   0.00790210896148
2.92817139189   0.00709299578316
3.03143313302   0.00548544332737
3.13833639159   0.00479627012671
3.24900958542   0.00413234424367
3.36358566101   0.00349400610719
3.48220225318   0.00288128829582
3.60500185044   0.00229396161882
3.73213196615   0.0017315796619
3.8637453157   0.00119352114222
4.0   0.000659559483918
4.14105969537   0.000537408103795
4.28709385015   0.000498305778918
4.43827788827   0.00048134469769
4.59479341999   0.000471270461036
4.75682846001   0.000463301300334
4.92457765338   0.000456016605642
5.09824250928   0.000449031768079
5.27803164309   0.000442269986138
5.46416102702   0.000435743542362
5.65685424949   0.00042949014527
5.85634278378   0.000423554122393
6.06286626604   0.000417979828127
6.27667278317   0.000412808108334
6.49801917085   0.000408073433594
6.72717132203   0.000403801185487
6.96440450637   0.000400005091346
7.21000370089   0.000396684949848
7.46426393229   0.000393824833192
7.7274906314   0.000391391952816
8.0   0.000389336347968
8.28211939073   0.000387591505516
8.57418770029   0.00038607595086
8.87655577654   0.000384695771538
9.18958683998   0.000383347955331
9.51365692002   0.000381924352294
9.84915530676   0.000380316013042
10.1964850186   0.000378417620694
10.5560632862   0.000376131725501
10.928322054   0.000373372510543
11.313708499   0.000370068861793
11.7126855676   0.000366166580611
12.1257325321   0.000361629653253
12.5533455663   0.000356440570949
12.9960383417   0.000350599766684
13.4543426441   0.000344124293456
13.9288090127   0.000337045908879
14.4200074018   0.000329408750535
14.9285278646   0.000321266786687
15.4549812628   0.000312681211143
16.0   0.00030371792412
