#z=7.6
#nu (Ryd)        Jnu (10^-21 erg s^-1 cm^-2 Hz^-1 sr^-1)
0.5   25.9823895285
0.517632461921   25.9507086964
0.535886731268   25.9623125434
0.554784736034   25.7734963365
0.574349177499   25.6343211002
0.594603557501   25.447833986
0.615572206672   25.1996961221
0.63728031366   24.8784470065
0.659753955386   24.466855255
0.683020128377   23.9536638238
0.707106781187   23.3003392615
0.732042847973   22.3285570715
0.757858283255   20.4447836104
0.784584097897   19.0930381065
0.812252396356   17.4840709932
0.840896415254   15.5698239039
0.870550563296   13.339392915
0.901250462611   10.7439529731
0.933032991537   7.74596201065
0.965936328925   4.30853846514
1.0   0.0569489986235
1.03526492384   0.0512281344427
1.07177346254   0.0469457693373
1.10956947207   0.043666326841
1.148698355   0.0411894095227
1.189207115   0.0393469391483
1.23114441334   0.037999731913
1.27456062732   0.0370340382377
1.31950791077   0.036358159003
1.36604025675   0.0358992216542
1.41421356237   0.0356001738042
1.46408569595   0.0354170318738
1.51571656651   0.0353164087502
1.56916819579   0.0352733360466
1.62450479271   0.0352693905642
1.68179283051   0.0352911280313
1.74110112659   0.0353288180681
1.80250092522   0.0354941928013
1.86606598307   0.0354260629201
1.93187265785   0.0354770999669
2.0   0.0355261613595
2.07052984768   0.035571677462
2.14354692507   0.0356127127071
2.21913894414   0.0356487838016
2.29739670999   0.0356796899624
2.37841423001   0.0357053566927
2.46228882669   0.035725705702
2.54912125464   0.0357405671404
2.63901582155   0.0357496458067
2.73208051351   0.0357525465088
2.82842712475   0.0357488455908
2.92817139189   0.0357380990553
3.03143313302   0.035716495563
3.13833639159   0.035677618099
3.24900958542   0.0355910056187
3.36358566101   0.0353627518842
3.48220225318   0.034734796322
3.60500185044   0.033083861262
3.73213196615   0.029075582958
3.8637453157   0.0201589194409
4.0   4.11158074017e-35
4.14105969537   1.53707280958e-33
4.28709385015   7.34151133165e-32
4.43827788827   2.95553276924e-30
4.59479341999   9.93708672608e-29
4.75682846001   2.78737942714e-27
4.92457765338   6.53816167745e-26
5.09824250928   1.28738718168e-24
5.27803164309   2.13788452374e-23
5.46416102702   3.00980929788e-22
5.65685424949   3.61242725249e-21
5.85634278378   3.71806312178e-20
6.06286626604   3.30170046114e-19
6.27667278317   2.54549743707e-18
6.49801917085   1.71463645822e-17
6.72717132203   1.01555304413e-16
6.96440450637   5.32263685524e-16
7.21000370089   2.48418714876e-15
7.46426393229   1.03890293462e-14
7.7274906314   3.91691519966e-14
8.0   1.3392740498e-13
8.28211939073   4.17685325465e-13
8.57418770029   1.19479472919e-12
8.87655577654   3.15148884798e-12
9.18958683998   7.70424571429e-12
9.51365692002   1.75406976987e-11
9.84915530676   3.7365745199e-11
10.1964850186   7.48027736016e-11
10.5560632862   1.41315628993e-10
10.928322054   2.52936819757e-10
11.313708499   4.30546892309e-10
11.7126855676   6.99479975108e-10
12.1257325321   1.08834024828e-09
12.5533455663   1.62708138723e-09
12.9960383417   2.34457730025e-09
13.4543426441   3.26604164353e-09
13.9288090127   4.41069539847e-09
14.4200074018   5.79002746116e-09
14.9285278646   7.4068659031e-09
15.4549812628   9.25531944366e-09
16.0   1.13215028061e-08
16.5642387815   1.35848560774e-08
17.1483754006   1.60198186559e-08
17.7531115531   1.85976185816e-08
18.37917368   2.12879742446e-08
19.02731384   2.40605610818e-08
19.6983106135   2.68861563256e-08
20.3929700371   2.97374298137e-08
21.1121265724   3.25893925663e-08
21.8566441081   3.54195453212e-08
22.627416998   3.82077871142e-08
23.4253711351   4.09361513809e-08
24.2514650642   4.35884365864e-08
25.1066911327   4.61497926671e-08
25.9920766834   4.86063158271e-08
26.9086852881   5.0944694138e-08
27.8576180255   5.3151936026e-08
28.8400148035   5.52152036665e-08
29.8570557292   5.71217637017e-08
30.9099625256   5.88590584941e-08
32.0   6.04148922146e-08
33.1284775629   6.17777174335e-08
34.2967508012   6.29369997787e-08
35.5062231062   6.38836311643e-08
36.7583473599   6.46103568495e-08
38.0546276801   6.51121789952e-08
39.396621227   6.53867001596e-08
40.7859400742   6.54343746336e-08
42.2242531447   6.52586434169e-08
43.7132882161   6.48659391459e-08
45.2548339959   6.42655590794e-08
46.8507422703   6.34694157897e-08
48.5029301283   6.24916850306e-08
50.2133822654   6.13483772693e-08
51.9841533668   6.00568630091e-08
53.8173705762   5.86353823004e-08
55.715236051   5.71025662188e-08
57.6800296071   5.54769933749e-08
59.7141114584   5.37767986152e-08
