#z=9.8
#nu (Ryd)        Jnu (10^-21 erg s^-1 cm^-2 Hz^-1 sr^-1)
0.5   6.21598875547
0.517632461921   6.22104376413
0.535886731268   6.22769044324
0.554784736034   6.23624888063
0.574349177499   6.2470937845
0.594603557501   6.26057558522
0.615572206672   6.27722916687
0.63728031366   6.29252548848
0.659753955386   66.592638205
0.683020128377   6.13701159723
0.707106781187   6.03214887729
0.732042847973   5.88665580488
0.757858283255   5.39254379366
0.784584097897   5.08932742472
0.812252396356   4.70953818679
0.840896415254   4.23814450562
0.870550563296   3.65815009977
0.901250462611   2.95049283625
0.933032991537   2.09400560965
0.965936328925   1.06541513375
1.0   0.00931470829969
1.03526492384   0.00824174932293
1.07177346254   0.00762455466865
1.10956947207   0.00715453028836
1.148698355   0.0068037896346
1.189207115   0.00654845940592
1.23114441334   0.00636839232083
1.27456062732   0.00624683116121
1.31950791077   0.00617004556221
1.36604025675   0.00612695899213
1.41421356237   0.00610877940858
1.46408569595   0.00610864382629
1.51571656651   0.00612128474264
1.56916819579   0.00614272489341
1.62450479271   0.00617000572825
1.68179283051   0.0062009537925
1.74110112659   0.00623398748642
1.80250092522   0.00643471686375
1.86606598307   0.00630206597925
1.93187265785   0.00633571584609
2.0   0.00636852145841
2.07052984768   0.00640023369219
2.14354692507   0.00643071495795
2.21913894414   0.00645991070079
2.29739670999   0.00648782126571
2.37841423001   0.00651447412374
2.46228882669   0.00653989878027
2.54912125464   0.00656410780207
2.63901582155   0.00658708700716
2.73208051351   0.00660879610627
2.82842712475   0.0066291785482
2.92817139189   0.00664817692505
3.03143313302   0.00666574367174
3.13833639159   0.00668181727172
3.24900958542   0.00669597697105
3.36358566101   0.00670502655746
3.48220225318   0.00668963387198
3.60500185044   0.00655512584063
3.73213196615   0.00591834052936
3.8637453157   0.00347822389315
4.0   6.59468973991e-49
4.14105969537   5.00411623352e-48
4.28709385015   1.68987895913e-45
4.43827788827   4.24052802134e-43
4.59479341999   7.88943151117e-41
4.75682846001   1.09382636501e-38
4.92457765338   1.13937854531e-36
5.09824250928   9.00185959163e-35
5.27803164309   5.44962278894e-33
5.46416102702   2.5548644193e-31
5.65685424949   9.37642503251e-30
5.85634278378   2.72353059353e-28
6.06286626604   6.33036989898e-27
6.27667278317   1.19039134041e-25
6.49801917085   1.8307634394e-24
6.72717132203   2.32757440423e-23
6.96440450637   2.47204118433e-22
7.21000370089   2.2157651044e-21
7.46426393229   1.69280528603e-20
7.7274906314   1.11289294608e-19
8.0   6.35399184319e-19
8.28211939073   3.17832023739e-18
8.57418770029   1.40455603797e-17
8.87655577654   5.52743490328e-17
9.18958683998   1.95175568408e-16
9.51365692002   6.22793241859e-16
9.84915530676   1.80804598227e-15
10.1964850186   4.80608190174e-15
10.5560632862   1.17680549462e-14
10.928322054   2.66944750871e-14
11.313708499   5.63997996278e-14
11.7126855676   1.11553680445e-13
12.1257325321   2.07555744569e-13
12.5533455663   3.64936056749e-13
12.9960383417   6.0899875449e-13
13.4543426441   9.68558213842e-13
13.9288090127   1.47382630121e-12
14.4200074018   2.15372859196e-12
14.9285278646   3.03308089603e-12
15.4549812628   4.13009471929e-12
16.0   5.45459693304e-12
16.5642387815   7.00718259444e-12
17.1483754006   8.77932856801e-12
17.7531115531   1.07543323151e-11
18.37917368   1.29088365333e-11
19.02731384   1.52146632114e-11
19.6983106135   1.76406988428e-11
20.3929700371   2.01546261914e-11
21.1121265724   2.27243669086e-11
21.8566441081   2.53191675896e-11
22.627416998   2.79103195239e-11
23.4253711351   3.04715448206e-11
24.2514650642   3.29791081789e-11
25.1066911327   3.54117262151e-11
25.9920766834   3.77503480163e-11
26.9086852881   3.99778747521e-11
27.8576180255   4.20788756631e-11
28.8400148035   4.40393448344e-11
29.8570557292   4.58465294474e-11
30.9099625256   4.74888467228e-11
32.0   4.8955894159e-11
33.1284775629   5.02385463831e-11
34.2967508012   5.13291223639e-11
35.5062231062   5.22215993106e-11
36.7583473599   5.29118447305e-11
38.0546276801   5.33978362374e-11
39.396621227   5.36798399663e-11
40.7859400742   5.37605227654e-11
42.2242531447   5.36449802096e-11
43.7132882161   5.33406710668e-11
45.2548339959   5.28572580637e-11
46.8507422703   5.22063634782e-11
48.5029301283   5.14012552136e-11
50.2133822654   5.04564838683e-11
51.9841533668   4.93874935949e-11
53.8173705762   4.82102293195e-11
55.715236051   4.69407605918e-11
57.6800296071   4.55949385599e-11
59.7141114584   4.41880980046e-11
61.8199250512   4.27348116411e-11
64.0   4.12486995213e-11
66.2569551258   3.97422926717e-11
68.5935016023   3.82269472686e-11
71.0124462123   3.6712803707e-11
73.5166947198   3.520878381e-11
76.1092553602   3.37226190084e-11
78.7932424541   3.22609024513e-11
81.5718801484   3.08291585177e-11
84.4485062895   2.94319239486e-11
87.4265764323   2.80728356878e-11
90.5096679919   2.67547214146e-11
93.7014845405   2.547968961e-11
97.0058602567   2.42492167792e-11
100.426764531   2.30642301316e-11
103.968306734   2.19251845922e-11
107.634741152   2.08321334808e-11
111.430472102   1.97847925613e-11
115.360059214   1.87825974399e-11
119.428222917   1.78247544941e-11
123.639850102   1.69102856539e-11
128.0   1.60380674494e-11
132.513910252   1.52068647874e-11
137.187003205   1.44153599474e-11
142.024892425   1.36621772822e-11
147.03338944   1.29459040989e-11
152.21851072   1.22651081681e-11
157.586484908   1.16183522789e-11
163.143760297   1.10042062231e-11
168.897012579   1.04212565536e-11
174.853152865   9.8681144308e-12
181.019335984   9.34342182982e-12
187.402969081   8.84585635612e-12
194.011720513   8.37413488104e-12
200.853529062   7.92701618511e-12
207.936613467   7.50330277069e-12
215.269482305   7.10184198383e-12
222.860944204   6.72152656553e-12
230.720118428   6.36129473537e-12
238.856445833   6.0201298953e-12
247.279700205   5.6970600281e-12
256.0   5.39115685375e-12
265.027820503   5.10153479684e-12
274.374006409   4.82734980975e-12
284.049784849   4.56779808896e-12
294.066778879   4.32211471557e-12
304.437021441   4.0895722458e-12
315.172969816   3.86947927265e-12
326.287520594   3.6611789761e-12
337.794025158   3.46404767583e-12
349.706305729   3.27749339787e-12
362.038671968   3.10095446414e-12
374.805938162   2.93389811195e-12
388.023441027   2.77581914879e-12
401.707058123   2.62623864668e-12
415.873226934   2.4847026788e-12
430.53896461   2.35078110058e-12
445.721888408   2.22406637643e-12
461.440236857   2.10417245279e-12
477.712891667   1.99073367755e-12
494.55940041   1.88340376564e-12
512.0   1.78185481012e-12
530.055641007   1.68577633794e-12
548.748012819   1.59487440928e-12
568.099569699   1.50887075929e-12
588.133557758   1.42750198088e-12
608.874042881   1.35051874714e-12
630.345939633   1.27768507204e-12
652.575041187   1.20877760776e-12
675.588050316   1.14358497736e-12
699.412611458   1.08190714109e-12
724.077343935   1.02355479511e-12
749.611876324   9.68348800942e-13
776.046882053   9.16119644373e-13
803.414116246   8.66706922456e-13
831.746453869   8.19958857161e-13
861.07792922   7.7573183448e-13
891.443776815   7.33889967708e-13
922.880473713   6.94304683697e-13
955.425783334   6.56854330954e-13
989.118800819   6.21423808455e-13
1024.0   5.87904214153e-13
1060.11128201   5.56192512141e-13
1097.49602564   5.26191217529e-13
1136.1991394   4.97808098118e-13
1176.26711552   4.70955891981e-13
1217.74808576   4.45552040141e-13
1260.69187927   4.21518433544e-13
1305.15008237   3.98781173571e-13
1351.17610063   3.77270345385e-13
1398.82522292   3.56919803433e-13
1448.15468787   3.37666968449e-13
1499.22375265   3.19452635364e-13
1552.09376411   3.02220791522e-13
1606.82823249   2.85918444678e-13
1663.49290774   2.7049546023e-13
1722.15585844   2.55904407216e-13
1782.88755363   2.42100412588e-13
1845.76094743   2.29041023331e-13
1910.85156667   2.16686076005e-13
1978.23760164   2.04997573311e-13
2048.0   1.93939567302e-13
2120.22256403   1.83478048883e-13
2194.99205127   1.73580843273e-13
2272.39827879   1.64217511088e-13
2352.53423103   1.55359254758e-13
2435.49617153   1.46978829995e-13
2521.38375853   1.39050462017e-13
2610.30016475   1.31549766305e-13
2702.35220126   1.24453673621e-13
2797.65044583   1.17740359069e-13
2896.30937574   1.11389174984e-13
2998.4475053   1.05380587439e-13
3104.18752821   9.96961161763e-14
3213.65646499   9.43182777708e-14
3326.98581548   8.92305318691e-14
3444.31171688   8.44172303196e-14
3565.77510726   7.98635690499e-14
3691.52189485   7.55555425376e-14
3821.70313333   7.14799007375e-14
3956.47520328   6.76241083317e-14
4096.0   6.39763061769e-14
