#z=2.1
#nu (Ryd)        Jnu (10^-21 erg s^-1 cm^-2 Hz^-1 sr^-1)
0.5   12.5391290477
0.517632461921   12.0171775044
0.535886731268   11.5313866134
0.554784736034   11.0267734152
0.574349177499   10.4901114653
0.594603557501   9.95095473172
0.615572206672   9.39818049656
0.63728031366   8.83135940203
0.659753955386   8.25140481044
0.683020128377   7.65762698335
0.707106781187   7.05341756495
0.732042847973   6.35069487815
0.757858283255   5.51836977701
0.784584097897   4.88181929959
0.812252396356   4.22825201165
0.840896415254   3.57464861664
0.870550563296   2.91785252201
0.901250462611   2.25629716911
0.933032991537   1.59115168028
0.965936328925   0.922974928806
1.0   0.208777118856
1.03526492384   0.191139525138
1.07177346254   0.179061310743
1.10956947207   0.169171950085
1.148698355   0.160979815697
1.189207115   0.154092735365
1.23114441334   0.148201780838
1.27456062732   0.143066717038
1.31950791077   0.138503167701
1.36604025675   0.134371490413
1.41421356237   0.130567341548
1.46408569595   0.12701378053
1.51571656651   0.123655266267
1.56916819579   0.120454397041
1.62450479271   0.117389773202
1.68179283051   0.114449377567
1.74110112659   0.111627985066
1.80250092522   0.110295999232
1.86606598307   0.106362207645
1.93187265785   0.103943524629
2.0   0.101759138772
2.07052984768   0.0997169357106
2.14354692507   0.0978751148031
2.21913894414   0.0962349107342
2.29739670999   0.0947047911937
2.37841423001   0.0933743085144
2.46228882669   0.0921330304567
2.54912125464   0.090904479743
2.63901582155   0.0895958602427
2.73208051351   0.0882812393647
2.82842712475   0.0864519300195
2.92817139189   0.0841122578005
3.03143313302   0.0582249549332
3.13833639159   0.0531137319823
3.24900958542   0.0473468404279
3.36358566101   0.041397770462
3.48220225318   0.0352517586482
3.60500185044   0.0288162434116
3.73213196615   0.0221259406857
3.8637453157   0.0152248310608
4.0   0.00822081431009
4.14105969537   0.0060722969409
4.28709385015   0.00532331955841
4.43827788827   0.00499654534317
4.59479341999   0.00480376336079
4.75682846001   0.00465273812902
4.92457765338   0.00451518418869
5.09824250928   0.00438282277275
5.27803164309   0.00425339004918
5.46416102702   0.00412637685257
5.65685424949   0.00400178364107
5.85634278378   0.00387976459828
6.06286626604   0.00376052164661
6.27667278317   0.00364426709005
6.49801917085   0.00353120697654
6.72717132203   0.00342153331905
6.96440450637   0.00331542178029
7.21000370089   0.00321303274488
7.46426393229   0.00311451363153
7.7274906314   0.00302000036532
8.0   0.0029296164266
8.28211939073   0.0028434687129
8.57418770029   0.00276164036181
8.87655577654   0.0026841814543
9.18958683998   0.00261109899097
9.51365692002   0.00254234765559
9.84915530676   0.00247782269643
10.1964850186   0.00241735587359
10.5560632862   0.00236071496267
10.928322054   0.00230760687423
11.313708499   0.00225768410412
11.7126855676   0.00221055399447
12.1257325321   0.00216579014997
12.5533455663   0.00212294529888
12.9960383417   0.00208156488942
13.4543426441   0.00204120074952
13.9288090127   0.0020014241961
14.4200074018   0.00196183804899
