#z=1.6
#nu (Ryd)        Jnu (10^-21 erg s^-1 cm^-2 Hz^-1 sr^-1)
0.5   8.09068940142
0.517632461921   7.71446386744
0.535886731268   7.37266961356
0.554784736034   7.02338440892
0.574349177499   6.66706216243
0.594603557501   6.30411619312
0.615572206672   5.93493311387
0.63728031366   5.55988460549
0.659753955386   5.17934960963
0.683020128377   4.78544886641
0.707106781187   4.39370852855
0.732042847973   3.94414289598
0.757858283255   3.43372053679
0.784584097897   3.03528771656
0.812252396356   2.63453343297
0.840896415254   2.23184476371
0.870550563296   1.82759457119
0.901250462611   1.42261980411
0.933032991537   1.0175574523
0.965936328925   0.608489850491
1.0   0.17714737378
1.03526492384   0.163783956596
1.07177346254   0.154377382426
1.10956947207   0.146545450961
1.148698355   0.139929385499
1.189207115   0.13424580279
1.23114441334   0.129273653387
1.27456062732   0.124842831357
1.31950791077   0.120824863295
1.36604025675   0.117125146843
1.41421356237   0.113677620739
1.46408569595   0.110429405953
1.51571656651   0.107349631868
1.56916819579   0.104418321407
1.62450479271   0.101625004832
1.68179283051   0.0989656267704
1.74110112659   0.0964413290397
1.80250092522   0.0949742949001
1.86606598307   0.0917961675141
1.93187265785   0.0896349338503
2.0   0.0876849619309
2.07052984768   0.0857348356589
2.14354692507   0.08384239399
2.21913894414   0.081955507368
2.29739670999   0.0800244699491
2.37841423001   0.0779945703266
2.46228882669   0.0758100267918
2.54912125464   0.073418262724
2.63901582155   0.0707911067944
2.73208051351   0.0676521574666
2.82842712475   0.0643008248165
2.92817139189   0.0606760332845
3.03143313302   0.043451307467
3.13833639159   0.0391504153189
3.24900958542   0.0347380589393
3.36358566101   0.0302375993713
3.48220225318   0.0256764961885
3.60500185044   0.0210854107404
3.73213196615   0.0164969752925
3.8637453157   0.0116744389473
4.0   0.00721985114892
4.14105969537   0.00564362623873
4.28709385015   0.00507421858458
4.43827788827   0.00480502576114
4.59479341999   0.00463070327229
4.75682846001   0.0044861296188
4.92457765338   0.00435157760511
5.09824250928   0.00422141220353
5.27803164309   0.0040941964549
5.46416102702   0.00396969461874
5.65685424949   0.00384799803365
5.85634278378   0.00372927608331
6.06286626604   0.00361370533943
6.27667278317   0.00350144991419
6.49801917085   0.0033926580412
6.72717132203   0.00328746457716
6.96440450637   0.00318599524101
7.21000370089   0.00308837000004
7.46426393229   0.0029947038106
7.7274906314   0.00290510375226
8.0   0.00281966249018
8.28211939073   0.00273844881002
8.57418770029   0.00266149654543
8.87655577654   0.00258879348166
9.18958683998   0.00252027177365
9.51365692002   0.00245580113359
9.84915530676   0.00239518562324
10.1964850186   0.00233816443182
10.5560632862   0.00228441660583
10.928322054   0.00223356936422
11.313708499   0.00218520938991
11.7126855676   0.00213889632951
12.1257325321   0.0020941776428
12.5533455663   0.00205060391102
12.9960383417   0.00200774373313
13.4543426441   0.00196519740847
13.9288090127   0.00192260871961
14.4200074018   0.00187967428382
14.9285278646   0.00183615012319
15.4549812628   0.00179185529799
16.0   0.00174667263921
16.5642387815   0.00170054678936
17.1483754006   0.00165347990484
17.7531115531   0.00160552547883
18.37917368   0.0015567808082
19.02731384   0.00150737864833
19.6983106135   0.00145747857968
20.3929700371   0.00140725855353
21.1121265724   0.00135690699996
21.8566441081   0.00130661578113
22.627416998   0.00125657416786
23.4253711351   0.00120696391976
24.2514650642   0.00115795546694
25.1066911327   0.00110970512897
25.9920766834   0.00106235326565
26.9086852881   0.00101602323143
27.8576180255   0.000970820998341
28.8400148035   0.000926835315272
29.8570557292   0.000884138282092
30.9099625256   0.000842786230659
32.0   0.000802820820141
33.1284775629   0.000764270269145
34.2967508012   0.00072715066129
35.5062231062   0.000691467273656
36.7583473599   0.00065721588879
38.0546276801   0.000624384060646
39.396621227   0.000592952313117
40.7859400742   0.000562895256652
42.2242531447   0.000534182614157
43.7132882161   0.000506780151858
45.2548339959   0.0004806505144
46.8507422703   0.000455753966137
48.5029301283   0.000432049042551
50.2133822654   0.000409493117122
51.9841533668   0.000388042889817
53.8173705762   0.000367654803865
55.715236051   0.000348285397643
57.6800296071   0.000329891598435
59.7141114584   0.000312430964563
61.8199250512   0.000295861882086
64.0   0.00028014372178
66.2569551258   0.000265236961676
68.5935016023   0.000251103279928
71.0124462123   0.000237705622319
73.5166947198   0.000225008248219
76.1092553602   0.00021297675839
78.7932424541   0.000201578107609
81.5718801484   0.000190780604709
84.4485062895   0.000180553902284
87.4265764323   0.000170868978008
90.5096679919   0.000161698109246
93.7014845405   0.000153014842367
97.0058602567   0.000144793957987
100.426764531   0.000137011433167
103.968306734   0.000129644401424
107.634741152   0.000122671111275
111.430472102   0.000116070883927
115.360059214   0.000109824070593
119.428222917   0.000103912009857
